Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2021/06/07 09:59:55,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),Acima de 15 anos,Especialista,Sim. TMap e CTFL,Sim,Especialista Quality Assurance,"Web, Mobile, Backend",5,3,2,5,5,4,3,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Capybara","Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty, Karate",Java,Não,"Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser curioso, Ter empatia, Ser analítico, Possuir conhecimento técnico, Ser investigador","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Manual, Automatizado, Usabilidade, Performance",Não,
2021/06/07 10:12:21,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não ,Sim,Analista de Automação de Testes,"Web, Mobile",4,3,3,4,4,5,4,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,Não tenho ,Java,Não,"Canais do Youtube, Cursos (Udemy, plataformas online)","Aprender rápido, Ser comunicativo(a), Ser analítico, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Apoiar na codificação de teste uniário",Implementação e Testes de Unidade,"Testes de Integração, Testes de Sistema","Caixa Preta (Teste Funcional), Dinâmico, Manual, Automatizado",Não ,
2021/06/07 10:27:39,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,"Não, vim da área de callcenter, porém devido a universidade não tive muitos problemas para me adaptar.",Quality Assurance - QA,"Web, Mobile, Backend",4,3,2,2,2,2,2,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,Selenium,Uso estritamente manual com Postman,Java,Sim,"Cursos (Udemy, plataformas online)","Ser detalhista, Ser curioso, Pensar como técnico e usuário, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Unidade, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual",Não,
2021/06/04 21:20:12,Li e aceito participar da pesquisa,Masculino,Ouro Preto - MG,Ensino Superior Completo,Média (até 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Sim,Analista de Teste,"Web, Mobile, Backend, Desktop",2,2,2,2,2,2,2,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,Uso estritamente manual com Postman,"Java, JavaScript",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos",Operação e Manutenção,"Testes de Unidade, Testes de Sistema","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Usabilidade",Não,
2021/06/07 10:30:31,Li e aceito participar da pesquisa,Feminino,Florianópolis - SC,Ensino Superior Completo,Grande (mais de 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Não. Vim da área de design. Tenho enfrentado dificuldade em relação a falta de segurança em aplicar os conhecimentos. ,Analista de Teste,Backend,4,3,2,2,3,3,3,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Nenhuma,Selenium,"Automação com Postman, Uso estritamente manual com Postman, REST Assured",Java,Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade",Não,
2021/06/07 11:14:42,Li e aceito participar da pesquisa,Masculino,São Paulo,Mestre,Grande (mais de 499 funcionários),De 8 a 11 anos,Especialista,Não,Sim,Especialista de qualidade,"Web, Mobile, Backend, Web tenho tido pouca iteração, pois maioria das funcionalidades tem sido ""Mobile Only""",5,4,2,5,5,2,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Apium,Selenium,REST Assured,"Java, Kotlin",Não,"Canais do Youtube, Medium, Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Estático, Manual, Automatizado, Carga","Review, Processo de Upstream das histórias (antes de chegar aos times), Definição de estratégias e boas práticas de qualidade nos times de engenharia, POC com novas ferramentas, condução e participação de Fóruns de especialidades (QAs, desenvolvedores e até de Projetos com a gestão)",
2021/06/07 12:03:34,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não ,Sim,Engenheiro de Qualidade de Software,"Web, Mobile",4,3,4,2,4,2,3,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Não sei informar,Saída incorreta com relação à especificação,Apium,Robotframework,"Automação com Postman, Robot Framework","Java, JavaScript, Python",Sim,"Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser curioso, Ter empatia, Sabe escutar, Pensar como técnico e usuário, Ser proativo","Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Usabilidade, Confiabilidade",Nao,
2021/06/07 14:49:48,Li e aceito participar da pesquisa,Masculino,Araguari - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Sim,Quality Assurance - QA,"Web, Mobile, Backend",4,3,3,5,5,5,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,Selenium,REST Assured,Java,Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Sabe escutar, Pensar como técnico e usuário, Possuir conhecimento técnico","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Automatizado, Performance",Não,
2021/06/07 15:02:49,Li e aceito participar da pesquisa,Feminino,Araguari MG,Especialista,Média (até 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim. Ctfl,Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,4,4,4,4,4,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,"Selenium, Capybara","Automação com Postman, Uso estritamente manual com Postman, REST Assured","Java, Ruby, C#",Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser analítico, Ser autoconfiante, Possuir conhecimento técnico, Ser flexível","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade",Não,
2021/06/07 16:34:32,Li e aceito participar da pesquisa,Masculino,São Paulo,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",CTFL,"Não, trabalhei em Supermercado, Telemarketing e Escritório.",Engenheiro de Qualidade de Software,"Web, Backend",3,4,3,3,2,3,4,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Nunca utilizei nada para testar mobile.,"Selenium, Robotframework","Automação com Postman, Uso estritamente manual com Postman, REST Assured, Robot Framework","Java, Python",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Livros","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Branca (Teste Estrutural), Automatizado, Usabilidade, Performance",Não.,
2021/06/04 13:11:56,Li e aceito participar da pesquisa,Feminino,São José dos Campos- SP,Ensino Superior Completo,Pequena (até 99 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Sim Itil e psm I,Si.,Analista de Teste,"Web, Mobile",4,1,1,1,4,3,3,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Não utilizo automação ,Não utilizo automação,Não faco testes api,"Java, C#",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser curioso, Possuir conhecimento técnico, Ser investigador, Ser flexível","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual",Nao,
2021/06/08 15:19:27,Li e aceito participar da pesquisa,Feminino,Cachoeirinha - RS,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,"Não. Sou formada também em licenciatura em Letras Língua Inglesa. Não estou tendo dificuldades quanto a tecnologias. Tive dificuldades para ingressar na área de TI novamente, mesmo já tendo trabalhado com suporte técnico antes de ingressar na área de educação.",Software Development Engineer In Test - SDET,"Web, Mobile, Backend",5,5,4,4,4,5,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,"Selenium, Cypress","Automação com Postman, Uso estritamente manual com Postman, REST Assured","Java, JavaScript, Groovy",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Realizar automação dos testes, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Dinâmico, Estático, Manual, Automatizado",Revisão de código e processos.,
